DateGranularity,PeriodStartDate,PeriodEndDate,PredictionTimeWindow,MeasureColumn,TimeColumn
M,2024-03-26,2025-03-25,12,_Value,_Time

_Time,_Value,ProductVariantName,WarehouseLocationName
2023-08-01,1762,Car Audio Unit-82-Black,Store 4
2023-09-01,1615,Car Audio Unit-82-Black,Store 4
2023-10-01,1528,Car Audio Unit-82-Black,Store 4
2023-11-01,1639,Car Audio Unit-82-Black,Store 4
2023-12-01,1168,Car Audio Unit-82-Black,Store 4
2024-01-01,1082,Car Audio Unit-82-Black,Store 4
2024-02-01,1190,Car Audio Unit-82-Black,Store 4
2019-01-01,547,Car Audio Unit-200,Store 1
2019-02-01,597,Car Audio Unit-200,Store 1
2019-03-01,789,Car Audio Unit-200,Store 1
2019-04-01,853,Car Audio Unit-200,Store 1
2019-05-01,993,Car Audio Unit-200,Store 1
2019-06-01,996,Car Audio Unit-200,Store 1
2019-07-01,1105,Car Audio Unit-200,Store 1
2019-08-01,996,Car Audio Unit-200,Store 1
2019-09-01,891,Car Audio Unit-200,Store 1
2019-10-01,776,Car Audio Unit-200,Store 1
2019-11-01,900,Car Audio Unit-200,Store 1
2019-12-01,657,Car Audio Unit-200,Store 1
2020-01-01,654,Car Audio Unit-200,Store 1
2020-02-01,674,Car Audio Unit-200,Store 1
2020-03-01,885,Car Audio Unit-200,Store 1
2020-04-01,973,Car Audio Unit-200,Store 1
2020-05-01,1168,Car Audio Unit-200,Store 1
2020-06-01,1129,Car Audio Unit-200,Store 1
2020-07-01,1204,Car Audio Unit-200,Store 1
2020-08-01,1116,Car Audio Unit-200,Store 1
2020-09-01,971,Car Audio Unit-200,Store 1
2020-10-01,981,Car Audio Unit-200,Store 1
2020-11-01,1020,Car Audio Unit-200,Store 1
2020-12-01,729,Car Audio Unit-200,Store 1
2021-01-01,719,Car Audio Unit-200,Store 1
2021-02-01,696,Car Audio Unit-200,Store 1
2021-03-01,920,Car Audio Unit-200,Store 1
2021-04-01,1069,Car Audio Unit-200,Store 1
2021-05-01,1216,Car Audio Unit-200,Store 1
2021-06-01,1222,Car Audio Unit-200,Store 1
2021-07-01,1330,Car Audio Unit-200,Store 1
2021-08-01,1164,Car Audio Unit-200,Store 1
2021-09-01,1111,Car Audio Unit-200,Store 1
2021-10-01,1061,Car Audio Unit-200,Store 1
2021-11-01,1028,Car Audio Unit-200,Store 1
2021-12-01,758,Car Audio Unit-200,Store 1
2022-01-01,786,Car Audio Unit-200,Store 1
2022-02-01,777,Car Audio Unit-200,Store 1
2022-03-01,1001,Car Audio Unit-200,Store 1
2022-04-01,1113,Car Audio Unit-200,Store 1
2022-05-01,1297,Car Audio Unit-200,Store 1
2022-06-01,1276,Car Audio Unit-200,Store 1
2022-07-01,1443,Car Audio Unit-200,Store 1
2022-08-01,1197,Car Audio Unit-200,Store 1
2022-09-01,1163,Car Audio Unit-200,Store 1
2022-10-01,1076,Car Audio Unit-200,Store 1
2022-11-01,1134,Car Audio Unit-200,Store 1
2022-12-01,831,Car Audio Unit-200,Store 1
2023-01-01,788,Car Audio Unit-200,Store 1
2023-02-01,777,Car Audio Unit-200,Store 1
2023-03-01,1023,Car Audio Unit-200,Store 1
2023-04-01,1207,Car Audio Unit-200,Store 1
2023-05-01,1387,Car Audio Unit-200,Store 1
2023-06-01,1356,Car Audio Unit-200,Store 1
2023-07-01,1501,Car Audio Unit-200,Store 1
2023-08-01,1278,Car Audio Unit-200,Store 1
2023-09-01,1200,Car Audio Unit-200,Store 1
2023-10-01,1100,Car Audio Unit-200,Store 1
2023-11-01,1156,Car Audio Unit-200,Store 1
2023-12-01,873,Car Audio Unit-200,Store 1
2024-01-01,868,Car Audio Unit-200,Store 1
2024-02-01,855,Car Audio Unit-200,Store 1
2019-01-01,328,High End Cabinet-Oak,Store 1
2019-02-01,322,High End Cabinet-Oak,Store 1
2019-03-01,477,High End Cabinet-Oak,Store 1
2019-04-01,522,High End Cabinet-Oak,Store 1
2019-05-01,531,High End Cabinet-Oak,Store 1
2019-06-01,627,High End Cabinet-Oak,Store 1
2019-07-01,661,High End Cabinet-Oak,Store 1
2019-08-01,594,High End Cabinet-Oak,Store 1
2019-09-01,519,High End Cabinet-Oak,Store 1
2019-10-01,484,High End Cabinet-Oak,Store 1
2019-11-01,572,High End Cabinet-Oak,Store 1
2019-12-01,388,High End Cabinet-Oak,Store 1
2020-01-01,435,High End Cabinet-Oak,Store 1
2020-02-01,405,High End Cabinet-Oak,Store 1
2020-03-01,549,High End Cabinet-Oak,Store 1
2020-04-01,573,High End Cabinet-Oak,Store 1
2020-05-01,651,High End Cabinet-Oak,Store 1
2020-06-01,710,High End Cabinet-Oak,Store 1
2020-07-01,746,High End Cabinet-Oak,Store 1
2020-08-01,671,High End Cabinet-Oak,Store 1
2020-09-01,566,High End Cabinet-Oak,Store 1
2020-10-01,555,High End Cabinet-Oak,Store 1
2020-11-01,619,High End Cabinet-Oak,Store 1
2020-12-01,409,High End Cabinet-Oak,Store 1
2021-01-01,428,High End Cabinet-Oak,Store 1
2021-02-01,417,High End Cabinet-Oak,Store 1
2021-03-01,558,High End Cabinet-Oak,Store 1
2021-04-01,648,High End Cabinet-Oak,Store 1
2021-05-01,714,High End Cabinet-Oak,Store 1
2021-06-01,746,High End Cabinet-Oak,Store 1
2021-07-01,849,High End Cabinet-Oak,Store 1
2021-08-01,705,High End Cabinet-Oak,Store 1
2021-09-01,676,High End Cabinet-Oak,Store 1
2021-10-01,648,High End Cabinet-Oak,Store 1
2021-11-01,671,High End Cabinet-Oak,Store 1
2021-12-01,468,High End Cabinet-Oak,Store 1
2022-01-01,444,High End Cabinet-Oak,Store 1
2022-02-01,434,High End Cabinet-Oak,Store 1
2022-03-01,589,High End Cabinet-Oak,Store 1
2022-04-01,694,High End Cabinet-Oak,Store 1
2022-05-01,782,High End Cabinet-Oak,Store 1
2022-06-01,790,High End Cabinet-Oak,Store 1
2022-07-01,903,High End Cabinet-Oak,Store 1
2022-08-01,727,High End Cabinet-Oak,Store 1
2022-09-01,709,High End Cabinet-Oak,Store 1
2022-10-01,699,High End Cabinet-Oak,Store 1
2022-11-01,662,High End Cabinet-Oak,Store 1
2022-12-01,496,High End Cabinet-Oak,Store 1
2023-01-01,485,High End Cabinet-Oak,Store 1
2023-02-01,487,High End Cabinet-Oak,Store 1
2023-03-01,561,High End Cabinet-Oak,Store 1
2023-04-01,677,High End Cabinet-Oak,Store 1
2023-05-01,773,High End Cabinet-Oak,Store 1
2023-06-01,850,High End Cabinet-Oak,Store 1
2023-07-01,873,High End Cabinet-Oak,Store 1
2023-08-01,794,High End Cabinet-Oak,Store 1
2023-09-01,736,High End Cabinet-Oak,Store 1
2023-10-01,660,High End Cabinet-Oak,Store 1
2023-11-01,668,High End Cabinet-Oak,Store 1
2023-12-01,533,High End Cabinet-Oak,Store 1
2024-01-01,532,High End Cabinet-Oak,Store 1
2024-02-01,537,High End Cabinet-Oak,Store 1
2019-01-01,748,Car Audio Unit-200,Distribution center
2019-02-01,736,Car Audio Unit-200,Distribution center
2019-03-01,939,Car Audio Unit-200,Distribution center
2019-04-01,1108,Car Audio Unit-200,Distribution center
2019-05-01,1221,Car Audio Unit-200,Distribution center
2019-06-01,1284,Car Audio Unit-200,Distribution center
2019-07-01,1380,Car Audio Unit-200,Distribution center
2019-08-01,1236,Car Audio Unit-200,Distribution center
2019-09-01,1052,Car Audio Unit-200,Distribution center
2019-10-01,1053,Car Audio Unit-200,Distribution center
2019-11-01,1116,Car Audio Unit-200,Distribution center
2019-12-01,815,Car Audio Unit-200,Distribution center
2020-01-01,833,Car Audio Unit-200,Distribution center
2020-02-01,847,Car Audio Unit-200,Distribution center
2020-03-01,1127,Car Audio Unit-200,Distribution center
2020-04-01,1255,Car Audio Unit-200,Distribution center
2020-05-01,1443,Car Audio Unit-200,Distribution center
2020-06-01,1470,Car Audio Unit-200,Distribution center
2020-07-01,1541,Car Audio Unit-200,Distribution center
2020-08-01,1478,Car Audio Unit-200,Distribution center
2020-09-01,1261,Car Audio Unit-200,Distribution center
2020-10-01,1223,Car Audio Unit-200,Distribution center
2020-11-01,1249,Car Audio Unit-200,Distribution center
2020-12-01,943,Car Audio Unit-200,Distribution center
2021-01-01,896,Car Audio Unit-200,Distribution center
2021-02-01,920,Car Audio Unit-200,Distribution center
2021-03-01,1173,Car Audio Unit-200,Distribution center
2021-04-01,1337,Car Audio Unit-200,Distribution center
2021-05-01,1469,Car Audio Unit-200,Distribution center
2021-06-01,1543,Car Audio Unit-200,Distribution center
2021-07-01,1662,Car Audio Unit-200,Distribution center
2021-08-01,1484,Car Audio Unit-200,Distribution center
2021-09-01,1382,Car Audio Unit-200,Distribution center
2021-10-01,1278,Car Audio Unit-200,Distribution center
2021-11-01,1323,Car Audio Unit-200,Distribution center
2021-12-01,953,Car Audio Unit-200,Distribution center
2022-01-01,965,Car Audio Unit-200,Distribution center
2022-02-01,927,Car Audio Unit-200,Distribution center
2022-03-01,1238,Car Audio Unit-200,Distribution center
2022-04-01,1395,Car Audio Unit-200,Distribution center
2022-05-01,1587,Car Audio Unit-200,Distribution center
2022-06-01,1594,Car Audio Unit-200,Distribution center
2022-07-01,1802,Car Audio Unit-200,Distribution center
2022-08-01,1479,Car Audio Unit-200,Distribution center
2022-09-01,1430,Car Audio Unit-200,Distribution center
2022-10-01,1393,Car Audio Unit-200,Distribution center
2022-11-01,1378,Car Audio Unit-200,Distribution center
2022-12-01,1079,Car Audio Unit-200,Distribution center
2023-01-01,1014,Car Audio Unit-200,Distribution center
2023-02-01,986,Car Audio Unit-200,Distribution center
2023-03-01,1383,Car Audio Unit-200,Distribution center
2023-04-01,1548,Car Audio Unit-200,Distribution center
2023-05-01,1657,Car Audio Unit-200,Distribution center
2023-06-01,1693,Car Audio Unit-200,Distribution center
2023-07-01,1850,Car Audio Unit-200,Distribution center
2023-08-01,1624,Car Audio Unit-200,Distribution center
2023-09-01,1461,Car Audio Unit-200,Distribution center
2023-10-01,1407,Car Audio Unit-200,Distribution center
2023-11-01,1465,Car Audio Unit-200,Distribution center
2023-12-01,1141,Car Audio Unit-200,Distribution center
2024-01-01,1119,Car Audio Unit-200,Distribution center
2024-02-01,1083,Car Audio Unit-200,Distribution center
2019-01-01,931,Car Audio Unit-82-Black,Store 1
2019-02-01,941,Car Audio Unit-82-Black,Store 1
2019-03-01,1291,Car Audio Unit-82-Black,Store 1
2019-04-01,1386,Car Audio Unit-82-Black,Store 1
2019-05-01,1626,Car Audio Unit-82-Black,Store 1
2019-06-01,1573,Car Audio Unit-82-Black,Store 1
2019-07-01,1709,Car Audio Unit-82-Black,Store 1
2019-08-01,1562,Car Audio Unit-82-Black,Store 1
2019-09-01,1416,Car Audio Unit-82-Black,Store 1
2019-10-01,1401,Car Audio Unit-82-Black,Store 1
2019-11-01,1422,Car Audio Unit-82-Black,Store 1
2019-12-01,1035,Car Audio Unit-82-Black,Store 1
2020-01-01,1076,Car Audio Unit-82-Black,Store 1
2020-02-01,1004,Car Audio Unit-82-Black,Store 1
2020-03-01,1363,Car Audio Unit-82-Black,Store 1
2020-04-01,1588,Car Audio Unit-82-Black,Store 1
2020-05-01,1793,Car Audio Unit-82-Black,Store 1
2020-06-01,1819,Car Audio Unit-82-Black,Store 1
2020-07-01,1976,Car Audio Unit-82-Black,Store 1
2020-08-01,1824,Car Audio Unit-82-Black,Store 1
2020-09-01,1592,Car Audio Unit-82-Black,Store 1
2020-10-01,1506,Car Audio Unit-82-Black,Store 1
2020-11-01,1581,Car Audio Unit-82-Black,Store 1
2020-12-01,1121,Car Audio Unit-82-Black,Store 1
2021-01-01,1086,Car Audio Unit-82-Black,Store 1
2021-02-01,1176,Car Audio Unit-82-Black,Store 1
2021-03-01,1434,Car Audio Unit-82-Black,Store 1
2021-04-01,1736,Car Audio Unit-82-Black,Store 1
2021-05-01,1921,Car Audio Unit-82-Black,Store 1
2021-06-01,1951,Car Audio Unit-82-Black,Store 1
2021-07-01,2138,Car Audio Unit-82-Black,Store 1
2021-08-01,1862,Car Audio Unit-82-Black,Store 1
2021-09-01,1603,Car Audio Unit-82-Black,Store 1
2021-10-01,1671,Car Audio Unit-82-Black,Store 1
2021-11-01,1638,Car Audio Unit-82-Black,Store 1
2021-12-01,1221,Car Audio Unit-82-Black,Store 1
2022-01-01,1173,Car Audio Unit-82-Black,Store 1
2022-02-01,1192,Car Audio Unit-82-Black,Store 1
2022-03-01,1662,Car Audio Unit-82-Black,Store 1
2022-04-01,1883,Car Audio Unit-82-Black,Store 1
2022-05-01,1978,Car Audio Unit-82-Black,Store 1
2022-06-01,2067,Car Audio Unit-82-Black,Store 1
2022-07-01,2303,Car Audio Unit-82-Black,Store 1
2022-08-01,1944,Car Audio Unit-82-Black,Store 1
2022-09-01,1778,Car Audio Unit-82-Black,Store 1
2022-10-01,1763,Car Audio Unit-82-Black,Store 1
2022-11-01,1801,Car Audio Unit-82-Black,Store 1
2022-12-01,1298,Car Audio Unit-82-Black,Store 1
2023-01-01,1221,Car Audio Unit-82-Black,Store 1
2023-02-01,1246,Car Audio Unit-82-Black,Store 1
2023-03-01,1630,Car Audio Unit-82-Black,Store 1
2023-04-01,1852,Car Audio Unit-82-Black,Store 1
2023-05-01,2056,Car Audio Unit-82-Black,Store 1
2023-06-01,2222,Car Audio Unit-82-Black,Store 1
2023-07-01,2354,Car Audio Unit-82-Black,Store 1
2023-08-01,2017,Car Audio Unit-82-Black,Store 1
2023-09-01,1903,Car Audio Unit-82-Black,Store 1
2023-10-01,1823,Car Audio Unit-82-Black,Store 1
2023-11-01,1857,Car Audio Unit-82-Black,Store 1
2023-12-01,1387,Car Audio Unit-82-Black,Store 1
2024-01-01,1342,Car Audio Unit-82-Black,Store 1
2024-02-01,1371,Car Audio Unit-82-Black,Store 1
2019-01-01,467,Car Audio Unit-200,Store 4
2019-02-01,493,Car Audio Unit-200,Store 4
2019-03-01,659,Car Audio Unit-200,Store 4
2019-04-01,768,Car Audio Unit-200,Store 4
2019-05-01,806,Car Audio Unit-200,Store 4
2019-06-01,839,Car Audio Unit-200,Store 4
2019-07-01,983,Car Audio Unit-200,Store 4
2019-08-01,832,Car Audio Unit-200,Store 4
2019-09-01,723,Car Audio Unit-200,Store 4
2019-10-01,710,Car Audio Unit-200,Store 4
2019-11-01,721,Car Audio Unit-200,Store 4
2019-12-01,539,Car Audio Unit-200,Store 4
2020-01-01,562,Car Audio Unit-200,Store 4
2020-02-01,575,Car Audio Unit-200,Store 4
2020-03-01,737,Car Audio Unit-200,Store 4
2020-04-01,788,Car Audio Unit-200,Store 4
2020-05-01,893,Car Audio Unit-200,Store 4
2020-06-01,1009,Car Audio Unit-200,Store 4
2020-07-01,1065,Car Audio Unit-200,Store 4
2020-08-01,952,Car Audio Unit-200,Store 4
2020-09-01,821,Car Audio Unit-200,Store 4
2020-10-01,814,Car Audio Unit-200,Store 4
2020-11-01,816,Car Audio Unit-200,Store 4
2020-12-01,629,Car Audio Unit-200,Store 4
2021-01-01,618,Car Audio Unit-200,Store 4
2021-02-01,611,Car Audio Unit-200,Store 4
2021-03-01,781,Car Audio Unit-200,Store 4
2021-04-01,852,Car Audio Unit-200,Store 4
2021-05-01,950,Car Audio Unit-200,Store 4
2021-06-01,994,Car Audio Unit-200,Store 4
2021-07-01,1106,Car Audio Unit-200,Store 4
2021-08-01,988,Car Audio Unit-200,Store 4
2021-09-01,929,Car Audio Unit-200,Store 4
2021-10-01,871,Car Audio Unit-200,Store 4
2021-11-01,846,Car Audio Unit-200,Store 4
2021-12-01,632,Car Audio Unit-200,Store 4
2022-01-01,633,Car Audio Unit-200,Store 4
2022-02-01,617,Car Audio Unit-200,Store 4
2022-03-01,796,Car Audio Unit-200,Store 4
2022-04-01,995,Car Audio Unit-200,Store 4
2022-05-01,1054,Car Audio Unit-200,Store 4
2022-06-01,1111,Car Audio Unit-200,Store 4
2022-07-01,1192,Car Audio Unit-200,Store 4
2022-08-01,1072,Car Audio Unit-200,Store 4
2022-09-01,977,Car Audio Unit-200,Store 4
2022-10-01,901,Car Audio Unit-200,Store 4
2022-11-01,972,Car Audio Unit-200,Store 4
2022-12-01,698,Car Audio Unit-200,Store 4
2023-01-01,618,Car Audio Unit-200,Store 4
2023-02-01,646,Car Audio Unit-200,Store 4
2023-03-01,884,Car Audio Unit-200,Store 4
2023-04-01,1024,Car Audio Unit-200,Store 4
2023-05-01,1086,Car Audio Unit-200,Store 4
2023-06-01,1092,Car Audio Unit-200,Store 4
2023-07-01,1273,Car Audio Unit-200,Store 4
2023-08-01,1087,Car Audio Unit-200,Store 4
2023-09-01,988,Car Audio Unit-200,Store 4
2023-10-01,924,Car Audio Unit-200,Store 4
2023-11-01,1043,Car Audio Unit-200,Store 4
2023-12-01,766,Car Audio Unit-200,Store 4
2024-01-01,680,Car Audio Unit-200,Store 4
2024-02-01,712,Car Audio Unit-200,Store 4
2019-01-01,911,High End Cabinet-Rosewood,Store 1
2019-02-01,873,High End Cabinet-Rosewood,Store 1
2019-03-01,1299,High End Cabinet-Rosewood,Store 1
2019-04-01,1316,High End Cabinet-Rosewood,Store 1
2019-05-01,1527,High End Cabinet-Rosewood,Store 1
2019-06-01,1643,High End Cabinet-Rosewood,Store 1
2019-07-01,1743,High End Cabinet-Rosewood,Store 1
2019-08-01,1591,High End Cabinet-Rosewood,Store 1
2019-09-01,1353,High End Cabinet-Rosewood,Store 1
2019-10-01,1330,High End Cabinet-Rosewood,Store 1
2019-11-01,1427,High End Cabinet-Rosewood,Store 1
2019-12-01,1023,High End Cabinet-Rosewood,Store 1
2020-01-01,1116,High End Cabinet-Rosewood,Store 1
2020-02-01,1135,High End Cabinet-Rosewood,Store 1
2020-03-01,1406,High End Cabinet-Rosewood,Store 1
2020-04-01,1645,High End Cabinet-Rosewood,Store 1
2020-05-01,1870,High End Cabinet-Rosewood,Store 1
2020-06-01,1849,High End Cabinet-Rosewood,Store 1
2020-07-01,2039,High End Cabinet-Rosewood,Store 1
2020-08-01,1823,High End Cabinet-Rosewood,Store 1
2020-09-01,1539,High End Cabinet-Rosewood,Store 1
2020-10-01,1506,High End Cabinet-Rosewood,Store 1
2020-11-01,1595,High End Cabinet-Rosewood,Store 1
2020-12-01,1211,High End Cabinet-Rosewood,Store 1
2021-01-01,1114,High End Cabinet-Rosewood,Store 1
2021-02-01,1214,High End Cabinet-Rosewood,Store 1
2021-03-01,1527,High End Cabinet-Rosewood,Store 1
2021-04-01,1714,High End Cabinet-Rosewood,Store 1
2021-05-01,1928,High End Cabinet-Rosewood,Store 1
2021-06-01,1827,High End Cabinet-Rosewood,Store 1
2021-07-01,1983,High End Cabinet-Rosewood,Store 1
2021-08-01,1905,High End Cabinet-Rosewood,Store 1
2021-09-01,1618,High End Cabinet-Rosewood,Store 1
2021-10-01,1643,High End Cabinet-Rosewood,Store 1
2021-11-01,1654,High End Cabinet-Rosewood,Store 1
2021-12-01,1217,High End Cabinet-Rosewood,Store 1
2022-01-01,1269,High End Cabinet-Rosewood,Store 1
2022-02-01,1217,High End Cabinet-Rosewood,Store 1
2022-03-01,1628,High End Cabinet-Rosewood,Store 1
2022-04-01,1791,High End Cabinet-Rosewood,Store 1
2022-05-01,2003,High End Cabinet-Rosewood,Store 1
2022-06-01,2062,High End Cabinet-Rosewood,Store 1
2022-07-01,2387,High End Cabinet-Rosewood,Store 1
2022-08-01,2016,High End Cabinet-Rosewood,Store 1
2022-09-01,1807,High End Cabinet-Rosewood,Store 1
2022-10-01,1806,High End Cabinet-Rosewood,Store 1
2022-11-01,1789,High End Cabinet-Rosewood,Store 1
2022-12-01,1338,High End Cabinet-Rosewood,Store 1
2023-01-01,1202,High End Cabinet-Rosewood,Store 1
2023-02-01,1196,High End Cabinet-Rosewood,Store 1
2023-03-01,1592,High End Cabinet-Rosewood,Store 1
2023-04-01,1951,High End Cabinet-Rosewood,Store 1
2023-05-01,2101,High End Cabinet-Rosewood,Store 1
2023-06-01,2214,High End Cabinet-Rosewood,Store 1
2023-07-01,2370,High End Cabinet-Rosewood,Store 1
2023-08-01,2089,High End Cabinet-Rosewood,Store 1
2023-09-01,1923,High End Cabinet-Rosewood,Store 1
2023-10-01,1748,High End Cabinet-Rosewood,Store 1
2023-11-01,1962,High End Cabinet-Rosewood,Store 1
2023-12-01,1475,High End Cabinet-Rosewood,Store 1
2024-01-01,1324,High End Cabinet-Rosewood,Store 1
2024-02-01,1319,High End Cabinet-Rosewood,Store 1
2019-01-01,1293,Car Audio Unit-65-Silver,Store 2
2019-02-01,1371,Car Audio Unit-65-Silver,Store 2
2019-03-01,1774,Car Audio Unit-65-Silver,Store 2
2019-04-01,1957,Car Audio Unit-65-Silver,Store 2
2019-05-01,2253,Car Audio Unit-65-Silver,Store 2
2019-06-01,2290,Car Audio Unit-65-Silver,Store 2
2019-07-01,2383,Car Audio Unit-65-Silver,Store 2
2019-08-01,2192,Car Audio Unit-65-Silver,Store 2
2019-09-01,1977,Car Audio Unit-65-Silver,Store 2
2019-10-01,1975,Car Audio Unit-65-Silver,Store 2
2019-11-01,2042,Car Audio Unit-65-Silver,Store 2
2019-12-01,1482,Car Audio Unit-65-Silver,Store 2
2020-01-01,1541,Car Audio Unit-65-Silver,Store 2
2020-02-01,1431,Car Audio Unit-65-Silver,Store 2
2020-03-01,2074,Car Audio Unit-65-Silver,Store 2
2020-04-01,2291,Car Audio Unit-65-Silver,Store 2
2020-05-01,2386,Car Audio Unit-65-Silver,Store 2
2020-06-01,2614,Car Audio Unit-65-Silver,Store 2
2020-07-01,2881,Car Audio Unit-65-Silver,Store 2
2020-08-01,2534,Car Audio Unit-65-Silver,Store 2
2020-09-01,2234,Car Audio Unit-65-Silver,Store 2
2020-10-01,2173,Car Audio Unit-65-Silver,Store 2
2020-11-01,2333,Car Audio Unit-65-Silver,Store 2
2020-12-01,1669,Car Audio Unit-65-Silver,Store 2
2021-01-01,1560,Car Audio Unit-65-Silver,Store 2
2021-02-01,1675,Car Audio Unit-65-Silver,Store 2
2021-03-01,2020,Car Audio Unit-65-Silver,Store 2
2021-04-01,2412,Car Audio Unit-65-Silver,Store 2
2021-05-01,2706,Car Audio Unit-65-Silver,Store 2
2021-06-01,2666,Car Audio Unit-65-Silver,Store 2
2021-07-01,2902,Car Audio Unit-65-Silver,Store 2
2021-08-01,2663,Car Audio Unit-65-Silver,Store 2
2021-09-01,2277,Car Audio Unit-65-Silver,Store 2
2021-10-01,2300,Car Audio Unit-65-Silver,Store 2
2021-11-01,2285,Car Audio Unit-65-Silver,Store 2
2021-12-01,1714,Car Audio Unit-65-Silver,Store 2
2022-01-01,1653,Car Audio Unit-65-Silver,Store 2
2022-02-01,1685,Car Audio Unit-65-Silver,Store 2
2022-03-01,2280,Car Audio Unit-65-Silver,Store 2
2022-04-01,2538,Car Audio Unit-65-Silver,Store 2
2022-05-01,2906,Car Audio Unit-65-Silver,Store 2
2022-06-01,2966,Car Audio Unit-65-Silver,Store 2
2022-07-01,3286,Car Audio Unit-65-Silver,Store 2
2022-08-01,2804,Car Audio Unit-65-Silver,Store 2
2022-09-01,2593,Car Audio Unit-65-Silver,Store 2
2022-10-01,2442,Car Audio Unit-65-Silver,Store 2
2022-11-01,2728,Car Audio Unit-65-Silver,Store 2
2022-12-01,1922,Car Audio Unit-65-Silver,Store 2
2023-01-01,1830,Car Audio Unit-65-Silver,Store 2
2023-02-01,1769,Car Audio Unit-65-Silver,Store 2
2023-03-01,2379,Car Audio Unit-65-Silver,Store 2
2023-04-01,2748,Car Audio Unit-65-Silver,Store 2
2023-05-01,2950,Car Audio Unit-65-Silver,Store 2
2023-06-01,3069,Car Audio Unit-65-Silver,Store 2
2023-07-01,3289,Car Audio Unit-65-Silver,Store 2
2023-08-01,2927,Car Audio Unit-65-Silver,Store 2
2023-09-01,2668,Car Audio Unit-65-Silver,Store 2
2023-10-01,2518,Car Audio Unit-65-Silver,Store 2
2023-11-01,2585,Car Audio Unit-65-Silver,Store 2
2023-12-01,1985,Car Audio Unit-65-Silver,Store 2
2024-01-01,2012,Car Audio Unit-65-Silver,Store 2
2024-02-01,1946,Car Audio Unit-65-Silver,Store 2
2019-01-01,1556,TelevisionLEDM34-82-Silver,Distribution center
2019-02-01,1488,TelevisionLEDM34-82-Silver,Distribution center
2019-03-01,2029,TelevisionLEDM34-82-Silver,Distribution center
2019-04-01,2289,TelevisionLEDM34-82-Silver,Distribution center
2019-05-01,2492,TelevisionLEDM34-82-Silver,Distribution center
2019-06-01,2526,TelevisionLEDM34-82-Silver,Distribution center
2019-07-01,2878,TelevisionLEDM34-82-Silver,Distribution center
2019-08-01,2504,TelevisionLEDM34-82-Silver,Distribution center
2019-09-01,2322,TelevisionLEDM34-82-Silver,Distribution center
2019-10-01,2141,TelevisionLEDM34-82-Silver,Distribution center
2019-11-01,2293,TelevisionLEDM34-82-Silver,Distribution center
2019-12-01,1704,TelevisionLEDM34-82-Silver,Distribution center
2020-01-01,1753,TelevisionLEDM34-82-Silver,Distribution center
2020-02-01,1835,TelevisionLEDM34-82-Silver,Distribution center
2020-03-01,2347,TelevisionLEDM34-82-Silver,Distribution center
2020-04-01,2718,TelevisionLEDM34-82-Silver,Distribution center
2020-05-01,2967,TelevisionLEDM34-82-Silver,Distribution center
2020-06-01,3021,TelevisionLEDM34-82-Silver,Distribution center
2020-07-01,3398,TelevisionLEDM34-82-Silver,Distribution center
2020-08-01,2956,TelevisionLEDM34-82-Silver,Distribution center
2020-09-01,2571,TelevisionLEDM34-82-Silver,Distribution center
2020-10-01,2566,TelevisionLEDM34-82-Silver,Distribution center
2020-11-01,2733,TelevisionLEDM34-82-Silver,Distribution center
2020-12-01,1915,TelevisionLEDM34-82-Silver,Distribution center
2021-01-01,1849,TelevisionLEDM34-82-Silver,Distribution center
2021-02-01,1961,TelevisionLEDM34-82-Silver,Distribution center
2021-03-01,2421,TelevisionLEDM34-82-Silver,Distribution center
2021-04-01,2869,TelevisionLEDM34-82-Silver,Distribution center
2021-05-01,3165,TelevisionLEDM34-82-Silver,Distribution center
2021-06-01,3159,TelevisionLEDM34-82-Silver,Distribution center
2021-07-01,3365,TelevisionLEDM34-82-Silver,Distribution center
2021-08-01,3166,TelevisionLEDM34-82-Silver,Distribution center
2021-09-01,2831,TelevisionLEDM34-82-Silver,Distribution center
2021-10-01,2640,TelevisionLEDM34-82-Silver,Distribution center
2021-11-01,2661,TelevisionLEDM34-82-Silver,Distribution center
2021-12-01,2028,TelevisionLEDM34-82-Silver,Distribution center
2022-01-01,2030,TelevisionLEDM34-82-Silver,Distribution center
2022-02-01,1978,TelevisionLEDM34-82-Silver,Distribution center
2022-03-01,2640,TelevisionLEDM34-82-Silver,Distribution center
2022-04-01,3119,TelevisionLEDM34-82-Silver,Distribution center
2022-05-01,3333,TelevisionLEDM34-82-Silver,Distribution center
2022-06-01,3543,TelevisionLEDM34-82-Silver,Distribution center
2022-07-01,3830,TelevisionLEDM34-82-Silver,Distribution center
2022-08-01,3219,TelevisionLEDM34-82-Silver,Distribution center
2022-09-01,2973,TelevisionLEDM34-82-Silver,Distribution center
2022-10-01,2895,TelevisionLEDM34-82-Silver,Distribution center
2022-11-01,2930,TelevisionLEDM34-82-Silver,Distribution center
2022-12-01,2276,TelevisionLEDM34-82-Silver,Distribution center
2023-01-01,2067,TelevisionLEDM34-82-Silver,Distribution center
2023-02-01,2075,TelevisionLEDM34-82-Silver,Distribution center
2023-03-01,2709,TelevisionLEDM34-82-Silver,Distribution center
2023-04-01,3186,TelevisionLEDM34-82-Silver,Distribution center
2023-05-01,3372,TelevisionLEDM34-82-Silver,Distribution center
2023-06-01,3540,TelevisionLEDM34-82-Silver,Distribution center
2023-07-01,3997,TelevisionLEDM34-82-Silver,Distribution center
